step,time,area_per_lipid,thickness_proxy,pressure,temperature
1.0,0.002,3.9999862461799105,6.390247334384075,0.14038550546912126,0.9995376515378955
10.0,0.02,3.999862500200842,6.384414698956817,0.1409428457750392,0.9995507551536434
20.0,0.04,3.9997250889610574,6.379347964126752,0.14176080768809846,0.9998023539822499
30.0,0.06,3.999587582395682,6.375779040525885,0.14254605648712057,1.0011005847352197
40.0,0.08,3.9994501920821093,6.373712758918483,0.14060432171332368,1.001001343794743
50.0,0.1,3.9993128230913437,6.373138645804055,0.14070332872191862,1.0014953246064686
60.0,0.12,3.9991755017942237,6.374049578043449,0.14149432162487616,1.0026016570214815
70.0,0.14,3.999038171920282,6.376449179954855,0.14248672814119714,1.0040414110300544
80.0,0.16,3.9989009248945346,6.380336418888609,0.14290953998544703,1.0057439320743857
90.0,0.18,3.998763672247308,6.3857043902330775,0.14266743854531524,1.0077800013950406
100.0,0.2,3.9986266748663892,6.39255245118884,0.14402283207051772,1.0100495056837635
110.0,0.22,3.9984894441443655,6.400873373596259,0.14254113954846562,1.0124818334335024
120.0,0.24,3.998352440686533,6.410660709196344,0.14043297326596182,1.014650553389397
130.0,0.26,3.9982154783534454,6.421923217621391,0.14544113304479475,1.0166747452839306
140.0,0.28,3.9980785735067657,6.434710495574642,0.14436819929421793,1.0188288441703819
150.0,0.3,3.9979417907689934,6.449061986499629,0.14471285182635465,1.0217118827217002
160.0,0.32,3.997805088473616,6.465049496245452,0.14364825034444903,1.024541407331232
170.0,0.34,3.9976684936984546,6.482705300376721,0.14685460913361678,1.026310222730477
180.0,0.36,3.997532011221708,6.501938460140029,0.14736170859054978,1.0311600972820507
190.0,0.38,3.9973955811287807,6.522011621365367,0.1448469155231453,1.0310114650456537
200.0,0.4,3.997259043533378,6.543215785945957,0.14649962164861785,1.032707327827623
